	16S0064C	16S0064O	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0092O	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118O	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	16SNEGCTRL
ASV_0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0113	96	0	58	33	34	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	85	0	1514	0	0	169	0	0	0	0	0	0	0	0	0	4391	97	0	115	0	19	65	1364	0	0	359	0	0	5	0
ASV_0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	73	636	81	0	0	0	7447	0	0	0	0	0	56	0	0	70	0	0	0	0	0	0	0
ASV_0115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1278	0	0	4597	0	0	2255	0	0	0	0	0	0	0	0	0
ASV_0116	0	0	0	0	0	0	0	0	0	7098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	561	0	0	201	0	0	0	0	0	0	0	0	0
ASV_0117	0	0	0	0	0	0	2603	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	4947	0	0	37	0	0	0	0	0	0	0	0
ASV_0118	0	0	0	0	0	0	0	0	0	0	183	120	0	0	6445	1353	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0119	0	0	0	0	0	0	0	200	0	0	0	0	16	11	0	0	0	722	0	0	2143	0	0	361	0	0	401	0	0	0	0	0	0	0	40	0	0	447	0	0	717	0	0	108	0	2346	0	0	0	508	0
ASV_0120	0	0	0	0	804	0	287	1230	0	213	0	297	0	0	11	0	295	0	73	0	0	141	117	119	0	0	0	0	582	2102	97	0	10	0	407	0	126	0	0	489	0	0	235	0	130	0	43	174	0	24	0
ASV_0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0122	24	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	749	0	0	0	0	53	0	0	0	640	36	49	53	0	178	760	28	140	4831	0	0	0
ASV_0123	86	0	0	0	29	0	0	8	0	0	0	0	0	26	0	0	0	2321	0	0	273	98	0	513	0	0	112	0	0	0	0	0	0	0	574	0	0	0	0	350	173	0	0	1235	0	187	0	0	156	1521	0
ASV_0124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	7106	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0
ASV_0125	24	0	0	6068	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	574	0	0	0	0	0	582	0	0	0	0	0	10	0	10	109	0	8	22	0	0	0	0	0	0	0	0	0	0	0
ASV_0126	0	0	0	0	0	0	13	6	0	0	0	0	267	7094	0	13	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	118	0	0	0	0	5463	127	146	0	0	0	83	17	0	0	0	0	45	0	0	0	1181	46	0	0	0	65	0
ASV_0128	0	0	5590	18	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	53	17	0	0	0	0	0
ASV_0129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	440	0	0	0	0	6743	0	0	70	0	0	10	0	0	11	0	0	0	0	0	0	0
ASV_0130	0	0	0	170	0	0	0	0	3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3165	27	0	0	0	0	166	0	0
ASV_0131	128	0	0	0	15	8	0	197	0	0	0	0	0	0	0	0	0	1301	0	0	184	0	0	0	0	0	693	0	0	0	0	0	0	0	870	0	0	224	0	0	388	0	0	74	2780	139	0	0	0	123	0
ASV_0132	0	0	0	28	0	0	0	0	0	0	4991	0	0	27	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0133	154	0	88	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	94	38	0	0	0	0	0	0	0	0	0	0	0	0	285	0	10	19	0	152	788	84	0	4252	485	181	245	22	0	0	0
ASV_0134	351	0	145	0	0	10	0	0	0	0	0	0	9	0	0	0	41	88	0	0	132	124	0	188	0	0	8	0	47	0	10	0	0	0	24	0	276	181	0	186	38	21	0	1374	2353	0	124	0	1166	22	0
ASV_0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5950	102	0	0	0
ASV_0136	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	5	0	868	0	0	0	0	0	0	0	0	0	0	0	0	0	5866	11	0	0	0	0	0	0	0
ASV_0137	101	0	52	0	12	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	8	0	0	0	0	0	295	0	0	0	0	0	0	0	4081	10	0	55	0	82	1284	25	0	545	158	36	5	15	6	0	0
ASV_0138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2331	34	13	0	0	0	0	0	0	0	0	0	0	0	4312	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0139	597	0	327	805	0	9	7	0	0	0	0	0	0	0	0	0	7	0	100	0	0	89	0	2181	0	0	0	0	0	0	0	0	0	63	12	29	750	0	230	39	0	0	0	0	658	0	825	0	0	0	0
ASV_0140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	6356	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	48	0	0	0	0
ASV_0141	0	0	0	0	0	0	0	0	0	0	0	0	210	6	0	0	0	3021	0	0	235	364	0	0	0	0	85	0	0	0	0	0	0	0	520	0	0	44	0	0	1358	0	0	96	0	62	0	624	0	0	0
ASV_0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306	0	0	1940	0	0	3263	0	0	0	0	0	0	0	0	0
ASV_0144	0	0	21	11	741	5	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	21	48	0	0	0	0	12	0	0	0	0	0	32	0	0	0	0	5232	130	0	12	0	0	0	0	0	0	55	0
ASV_0145	0	0	0	0	0	0	5828	24	0	0	0	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	36	42	0	0	0	0	0	0	0	0	0	0	0	49	69	19	3197	113	236	852	0	1534	0	0	0	0	0	0	0
ASV_0147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	6161	0	0	0	0	0	0
ASV_0148	0	0	0	0	0	0	9	7	0	0	92	3634	0	0	204	2147	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0149	41	0	20	0	12	0	0	10	7	0	0	0	151	13	0	0	24	1095	0	0	107	832	0	0	0	0	393	0	0	0	94	0	0	0	1433	0	9	638	0	33	177	0	0	776	81	0	0	190	0	0	0
ASV_0150	198	0	10	0	4	0	0	14	7	0	0	0	59	8	0	0	340	1620	0	0	1606	342	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	490	698	0	15	0	0	0	0
ASV_0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0152	0	0	59	39	58	24	0	0	3234	0	0	0	0	0	0	0	0	92	0	0	0	0	0	377	0	0	0	0	688	38	0	0	0	0	0	0	1027	0	0	150	9	0	0	39	127	6	0	17	0	94	0
ASV_0153	0	0	0	0	20	0	0	0	0	0	0	0	18	0	97	0	0	7	0	0	59	0	0	0	0	0	489	0	80	0	0	0	0	0	157	0	0	0	0	0	0	0	0	15	0	0	5082	24	0	0	0
ASV_0154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5499	0
ASV_0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2037	0	0	0	0	3935	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV_0156	0	0	0	55	0	0	0	0	0	0	156	0	439	933	10	0	0	0	0	0	0	0	0	199	0	0	61	0	0	0	25	0	0	87	0	13	0	0	0	58	0	0	0	0	0	0	206	0	3776	0	0
ASV_0157	0	0	1031	23	0	4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0159	0	0	0	0	0	0	684	930	0	0	63	2344	0	0	46	624	0	0	1120	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0160	0	0	0	102	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5696	0	0
ASV_0161	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5541	0	0	0	0	0	0	36	0
ASV_0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5715	0	0	0	0	0	0	0	0
ASV_0163	0	0	0	0	0	0	0	0	0	4201	0	0	0	0	0	0	0	0	0	0	65	32	0	46	0	0	0	0	0	218	0	0	0	0	0	0	0	0	136	0	12	0	34	276	38	0	0	651	0	0	0
ASV_0164	0	0	35	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2815	2151	29	0	0	0	0	0	0	0	0	0	92	0	0	290	42	68	0	0	0	177	0
ASV_0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5603	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0166	738	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	175	29	0	0	0	657	0	283	0	0	0	0	0	0	19	0	0	0	226	0	350	966	0	762	375	13	0	9	865	0	65	0	17	0	0
ASV_0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	1254	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	3763	0	0	0	0	0
ASV_0168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	22	0	5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0169	0	0	0	0	0	0	0	0	29	0	3188	255	0	0	13	406	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1552	96	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0170	0	0	0	2673	1143	47	0	0	0	0	751	14	0	0	832	29	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0171	49	0	78	0	0	0	0	0	0	0	0	0	0	216	0	0	49	1533	0	0	207	935	0	189	0	0	723	0	0	0	0	0	0	0	648	0	11	195	0	132	409	0	0	0	62	53	0	0	0	0	0
ASV_0172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5488	0	0
ASV_0173	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	23	0	0	0	2497	0	3	2302	0	0	221	0	0	0	0	0	0	0	0	0	0
ASV_0174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	104	0	0	86	0	0	0	0	0	0	0	0	0	0	708	0	0	69	0	0	34	0	0	0	108	88	3788	0	0	0	0
ASV_0175	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	29	0	36	0	0	0	0	0	1136	0	0	266	0	0	25	0	0	3434	0	0	0	0	0	0	0
ASV_0176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5427	0	0
ASV_0177	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	3658	0	34	9	0	0	0	0	778	0	0	5	0	0	464	0	0	0	0	0	0	222	0	0	0
ASV_0178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5291	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_0179	1568	0	0	2751	7	0	0	0	861	0	0	0	110	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0180	0	0	0	0	0	0	1492	2981	0	0	17	350	0	0	0	0	0	0	302	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0181	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	47	97	0	0	0	0	0	0	0	0	0	0	8	106	0	0	2416	131	204	2153	0	39	0	0	0	0	0	0	0
ASV_0182	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	719	96	0	1012	0	0	8	0	0	0	0	0	0	0	1	0	0	261	0	478	20	0	0	1268	907	333	0	0	0	0	0
ASV_0183	0	0	0	0	0	0	0	0	0	0	0	0	135	16	0	0	0	1114	0	0	1877	22	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	1024	0	0	15	0	0	414	0	423	0	26	0	35	0
ASV_0184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	1950	0	0	743	0	53	2249	0	0	0	0	0	0	0	0	0
ASV_0185	0	0	43	0	0	0	0	0	0	1233	0	0	0	0	0	0	0	0	0	0	0	14	1253	70	0	0	0	0	0	0	0	0	0	0	10	40	0	0	2388	0	0	29	0	28	15	0	0	0	0	0	0
ASV_0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5117	0
ASV_0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2275	1175	0	112	96	0	0	0	219	0	1072	0	0	92	0
ASV_0188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0189	0	0	0	15	1913	24	148	522	238	0	253	789	0	0	130	424	0	0	15	0	0	0	0	0	0	0	0	0	523	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5010	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV_0191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	2209	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0192	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	59	0	0	0	0	0	0	0	0	0
ASV_0193	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	2900	0	0	976	0	0	0	0	0	0	0	0	0
ASV_0194	8	0	77	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	6	0	0	21	86	0	0	0	0	82	537	7	74	3891	0	0	0
ASV_0195	0	0	0	202	335	40	0	0	0	0	4181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0196	0	0	0	0	0	0	0	0	0	2056	0	0	0	0	0	0	0	0	0	0	0	416	82	40	0	0	0	0	0	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0
ASV_0197	3	0	23	6	0	0	20	0	0	0	0	0	0	3	0	0	29	0	0	0	0	191	0	197	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	374	50	32	0	0	0	0	3805	17	0	0	0
ASV_0198	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4406	0	0	0	0	0	199	0
ASV_0199	0	0	0	0	13	0	0	142	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	3810	0	0	1	0	0	1	0	0	382	0	1	0	0	0	264	0
ASV_0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	912	0	0	0	0	0	121	0	0	0	0	0	0	0	2461	0	0	512	0	0	41	0	0	0	0	582	0	0	0	0	0
ASV_0201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0202	0	0	0	0	0	0	0	24	0	0	0	0	17	0	0	0	0	736	0	0	2427	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	66	0	0	131	0	0	0	10	1245	0	0	0	0	0
ASV_0203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4599	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	28	0	0	0	138	0	0	0	0	0	0	82	3962	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0205	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	0	0	0	812	0	467	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	223	125	71	0	105	1418	0	14	0	0	25	0
ASV_0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	746	28	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	51	0	0	0	18	3547	0	0	0	0	0
ASV_0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4299	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	74	0	0	0	0	0	0	0	0	0	0
ASV_0208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4520	0	0	0	0	0	0
ASV_0209	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	385	0	31	1295	0	25	0	10	0	2263	0	0	0	11	0	0	0
ASV_0210	25	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	132	3301	0	0	0	0	0	543	0	0	0	0
ASV_0211	0	0	48	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	35	0	0	12	262	0	0	0	0	62	235	41	57	3511	0	0	0
ASV_0212	0	0	0	0	0	0	0	0	0	0	4279	14	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	15	7	0	0	0	0	0	0	0	0	5	0	0
ASV_0213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV_0214	0	0	0	0	0	0	0	0	0	4447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0215	0	0	0	15	419	0	62	93	8	89	0	0	0	0	0	0	28	0	0	0	68	1615	0	147	0	0	22	0	19	1652	11	0	0	0	24	0	0	10	9	11	0	0	0	10	0	0	0	0	134	0	0
ASV_0216	0	0	0	56	97	0	17	0	0	0	0	0	0	0	0	0	280	332	0	0	879	438	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	57	50	0	67	1587	0	162	19	0	0	0
ASV_0217	0	0	3924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	17	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0
ASV_0218	0	0	0	0	0	0	14	44	114	0	1153	653	0	0	161	1476	11	0	24	0	0	0	0	494	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0219	0	0	0	0	0	0	0	0	0	0	33	805	0	0	3331	24	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0220	0	0	44	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	27	17	14	0	0	0	0	29	122	45	0	0	0	3283	0	0	0	0	0	53	0	0	595	0	0	0	0	0	0	0
ASV_0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0222	1589	0	0	2502	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0223	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	1674	0	0	1472	0	0	0	0	0	0	0	0	0
ASV_0224	254	0	39	0	0	0	0	0	0	0	0	0	31	0	0	0	142	64	0	0	61	134	0	34	0	0	8	0	0	0	0	0	0	0	130	0	0	0	0	470	1065	0	0	518	472	0	501	0	261	0	0
ASV_0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1018	6	0	79	0	143	2130	32	0	755	0	0	0	0	0	0	0
ASV_0226	0	0	0	0	0	0	0	0	0	0	4152	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	197	0	14	3025	0	0	13	0	0	0	657	0	0	0	0	0	0
ASV_0228	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	3741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0229	64	0	0	0	3	0	0	3595	0	0	0	0	0	0	0	0	0	0	0	0	0	197	5	0	0	0	47	0	0	0	0	0	0	0	29	8	0	0	0	0	0	0	6	3	0	0	0	0	0	45	0
ASV_0230	117	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	121	0	0	0	63	0	0	0	2652	0	0	38	0	89	750	0	33	123	0	0	0	0	0	0	0
ASV_0231	0	0	0	0	0	0	0	0	0	0	101	1524	0	0	207	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_0233	3	0	0	0	3	0	0	242	0	0	0	0	5	0	0	0	0	0	0	0	867	0	0	0	0	0	106	0	23	0	0	0	0	0	0	0	0	89	0	2	41	0	0	18	0	0	0	0	0	2495	0
ASV_0234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	52	3528	0	0	46	0	0	0	0	0	195	0
