	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0064W_S17_L001_R2_001	36.98614626804406	37.27755353355682	37.6060494629541	37.589168434015185	37.1957737565848	37.21383491824588	37.31230758705617	37.45593316001916	37.13255969077102	37.39480741602244	37.289770472737224	36.98003523294794	36.992182048299924	37.149794759526586	36.89148765136485	36.673752984862894	36.96188480779921	36.89822208919485	37.14956856373199	36.737975798520544	36.89075811348185	36.848373413607916	36.585362432866965	36.726651387130985	36.68801696712619	37.0526340095098	36.68629801936168	36.461083364690595	36.337604761741865	36.70612834809975	35.99089556323334	36.172438682311096	35.81409708206479	36.33296787876715	35.42633838470222	36.30329251188725	35.49681353265146	35.75744877364622	35.82298429856669	35.73691376184449	35.649734888653235	35.14759549365547	35.26517689919696	33.89076977020636	32.645707297466025	33.737773558765426	33.37821108174907	33.23797111116813	29.778455670438127	31.19551359348676	33.331687918516046	28.9855555840624	30.55257545047934	27.339256484593484	26.825259340978864	27.542437847961622	26.28500739752504	24.501890858711548	23.220497558389138	20.40742519598777	20.860720494957818	19.385163354628872	13.73962855764393	9.555555555555555
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282
16S0073C_S25_L001_R1_001	37.66977261795856	37.67584619882489	37.68631935340884	37.834391180104305	37.83789480633388	37.76952929748286	37.79743570397895	37.840639234955155	37.61265360783907	37.589159035394644	37.72733017079588	37.51201135495553	37.53080838610122	37.61069766345224	37.46508098931931	37.3476198335416	37.50372857378634	37.352875769221704	37.476481267535895	37.20103647466579	37.19838540070261	37.339340296607176	37.40916322825549	37.24478615711696	37.04050758261657	37.33132356269805	37.12063433680398	36.91085709974347	36.91327240832956	36.89254067929927	36.79381598864488	36.88867553510042	36.87758354828518	36.89855750413792	36.849425872826465	36.98713489451198	36.83055054636749	36.56477900813039	36.65157514478127	36.69920582520609	36.61499311463658	36.45244981985332	36.43657560023203	36.165839947557814	36.260669769810846	35.97947491782327	35.88969595789534	35.84221219280995	36.03402894695887	36.06267313705239	35.99622615262364	35.533818459637516	35.55049070698591	34.73937776184795	35.208720011695846	34.993430515796476	34.58150546356601	34.564311618979346	34.47519677798162	33.70932508335652	34.12700845591183	33.38794994943298	27.96398211174945	24.146742179072277
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0073C_S25_L001_R2_001	37.31064385615799	37.39544292814501	37.63705167259249	37.59441400318769	37.252185640319524	37.25862703120727	36.95947016494865	37.35422462818179	37.0494091462092	37.41577150509747	37.29028038440863	36.80710977124715	36.87851083394242	37.17476811355009	36.83016245019216	36.690927781576406	36.73153891495532	36.76927357178223	37.08786834225355	36.65990521773984	36.67557588475232	36.75520052813996	36.499668414777766	36.75001320356118	36.6460266711936	37.0084002942508	36.62111909612193	36.3501612720688	36.22846593481213	36.61448814739016	35.89035239527876	36.185040294629424	35.34737507250204	36.056200313029244	35.00784015995322	36.050286295063984	35.53803239841084	35.45623927109468	35.33585387938352	35.42762351210126	35.23582275376808	34.54280971312422	35.04606141207208	33.646993298529075	32.5620803327627	33.28116278302043	33.0885961809633	32.2247308328971	28.976260475469598	31.094030684121158	32.78495573969185	28.65053833928344	29.36140935007852	26.525176734688102	25.894930697365133	27.19721280318429	25.342905381506405	23.67253974467202	22.751837616310052	20.150434258948742	20.56907197281035	18.88037247611235	13.303046779355208	19.625
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0073O_S32_L001_R1_001	37.532624478189845	37.58289975195112	37.50288886200012	37.70610744751649	37.72434055296751	37.50522566398451	37.58930516062678	37.74685401415694	37.43880452537964	37.451008832960255	37.5931635307641	37.24002661988021	37.371693416753445	37.45947364440747	37.40005293806247	37.32057778113892	37.28690312334568	37.02564773500718	37.18991756787416	37.077939953112	37.00322468426227	37.03361718218256	37.05931785525221	37.017770551312104	36.56085910912803	36.80563563487863	36.64950465098692	36.50458443620963	36.41182636315511	36.3215321787794	36.08400665507071	36.09149209710353	36.50596838841413	36.39648642516827	36.40824926264842	36.47156621039098	36.329208197837104	36.06822052484307	36.05643499962187	36.103484837026386	36.06616047795508	35.79083566512894	35.769211222869245	35.37452922937306	35.68013873892211	35.116968032980004	35.15396436458239	35.08316695404907	35.17474664972623	35.03389751036089	34.91439180808906	34.51889766161479	34.172533805245486	33.59011253289773	34.192750400822824	33.805357412953384	33.429919532927975	33.02178056084944	33.008273588044894	32.178505309011705	32.42582660253502	32.08926749030517	26.451398341540504	23.787105711849957
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0073O_S32_L001_R2_001	37.36947183737673	37.491696412366146	37.7311770222034	37.69980791336439	37.28729051969266	37.32102668037994	37.34092352834412	37.4718146893339	37.27301258394337	37.52207483816323	37.40553875007562	36.99353790839141	37.062654465703694	37.29385464720563	37.01445965363382	36.80138848975271	36.94200257127732	36.95500264690312	37.26750964228995	36.74085910912804	37.02243061332526	36.98572789835892	36.67626257278984	36.905134992059295	36.85423731377146	37.16241548816456	36.847158738561596	36.767742569764806	36.564726612720264	36.750138395220446	36.18774256976481	36.312389019133335	35.92243515087348	36.432160629206685	35.66001361264463	36.44940936247447	35.92258186493232	35.82733872797398	36.15524616199047	35.83183392573546	35.78588066248204	35.180083188383875	35.44677002193148	34.42671274107459	33.8415461056198	34.383077714251144	33.58643706325438	33.59342499319358	30.24262183501225	31.86826995795142	33.46221526454306	29.454339474241458	30.653055328674714	27.65173941979006	27.119021689808513	27.96142571921227	26.45439846326043	24.73470520615906	23.46098405783949	20.81627794415706	21.157360014520375	19.680373932935026	13.382334700567053	10.75
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0073W_S39_L001_R1_001	37.66161344465485	37.61704897572732	37.64170898605612	37.693137803408504	37.75281890170425	37.72115467378206	37.74706274746084	37.80044973317266	37.51297555517301	37.53090032707867	37.69477104493028	37.45363444654846	37.51752668273368	37.55180538819074	37.38349543811328	37.439376398691685	37.455418316405584	37.16156372568873	37.41396339692069	37.24934975873735	37.27907081835984	37.272991758300876	37.24851412709001	37.25790708183599	36.79555852036755	37.00123948268813	36.842420003873386	36.713851649415766	36.688709087387835	36.637395364851194	36.574289341740005	36.507099203787384	36.48155153862707	36.61462018506563	36.549901011405204	36.75194995881022	36.48855389947589	36.13273005078764	35.96329732288886	36.03623999311354	36.01434750796247	35.97028707928037	36.033115248036154	35.7842892499731	35.963693102335085	35.53720649951576	35.599541590444424	35.42451307435705	35.34213278812009	35.01239857957602	35.22999461960616	35.01760034434521	34.80631012590121	34.26624771333262	34.532392123103406	34.3317443236845	33.74637038631228	33.63524157968364	33.68416227267836	32.47685569783708	32.891064241902505	31.991955108394926	26.589124751804057	23.342424242424244
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	280
16S0073W_S39_L001_R2_001	37.32141934928559	37.31827767257703	37.66169951798933	37.61191685315889	37.169424599759	37.208362024444824	37.267784902737134	37.38259597176795	37.12835686004476	37.39312274057497	37.28962385952832	36.88799922533999	36.95735711826476	37.17915734205543	36.759564899294205	36.48652091582028	36.742459003947666	36.751299183370456	37.04957665573276	36.64506036022466	36.71278431710099	36.77081835983732	36.32664887779475	36.5693701448215	36.48603860472122	36.90891523745992	36.55683544576188	36.293559424157	35.854319898431285	36.382800025822554	35.66419653423086	35.783068646438565	35.244753604476	35.9826059823542	34.72157419549779	35.669343544703516	35.03170353791857	35.03862442971507	35.16307351295516	34.750951192218295	34.70844452096067	34.27240772303244	34.5020596147638	33.11215753793178	31.99588937910255	32.886021736791136	32.09406865382546	32.24817819864414	28.49185623587647	30.45019907457226	32.54635747336705	27.57292370601528	29.219913913698484	25.983807166684603	25.41613687721941	26.65431615194232	24.924407618637684	22.843368126546864	22.002817174217153	19.14144380437088	19.54168603650138	18.261216150980573	12.310949654385777	11.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282
16S0074C_S52_L001_R1_001	37.67679181720535	37.68614149008886	37.690149887706276	37.84183673469388	37.83687628161312	37.74374084562054	37.77675519968753	37.8300385704521	37.535079582072065	37.572659896494486	37.703579728542124	37.51436676105849	37.52282345474074	37.527920124987794	37.50471243042672	37.44726296260131	37.473223318035345	37.319577677961135	37.430510204081635	37.34316131237184	37.29155600039059	37.33257599584644	37.22270492483607	37.27205093277479	36.86174036588402	37.241243244034976	37.055064555123124	36.775009581654004	36.887522855601425	36.99415580135584	36.69384845607208	36.85101101707121	36.84840138952292	36.85539636312149	36.89184761507088	37.00495719049885	36.88934222442746	36.62323615748413	36.83332299887948	36.70865384380653	36.64284615741407	36.498172754636464	36.48177876728381	36.14430855011327	36.352302554487935	35.68963899304742	36.10416617842357	36.109578841496756	36.21535133973909	36.03424341848293	35.952395320678065	35.54911872119366	35.33369477794761	34.665669987574056	35.158574996277096	34.98630997578148	34.77262966706215	34.698449805432276	34.89925981260955	33.58968522505896	34.25565515860809	33.92694721856416	29.015004223840986	22.378149701432914
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0074C_S52_L001_R2_001	37.463082218533344	37.42904013279953	37.67283224294503	37.65591983204765	37.20257787325456	37.29557416267943	35.9409896494483	37.2453544575725	37.10912752660873	37.30740601503759	37.32112684308173	36.976078507958206	36.696513524069914	37.16393955668392	36.91477615792704	36.85374976503702	36.79001022851828	36.636491154406684	37.18943167032436	36.73004181730744	36.91763410621085	36.861604937066076	36.59037877530295	36.9207696589167	36.847925475300016	37.134865206722466	36.83301866295605	36.509549721093165	36.39730638251127	36.77888217559535	35.87020786798003	36.31205097220696	35.715919782245166	36.5300142718561	35.39490408246637	36.38634875608166	35.74928826534972	36.02138455980002	35.74318217326771	35.73835442543552	35.6646619404734	35.10167758492346	35.14751227324104	34.34690294435724	33.497231410708665	34.32894336610266	33.977819549789935	32.57998442500689	30.19285747416577	32.2377832732386	33.52161237796944	29.50863701780138	31.110045968649523	28.361042118805642	26.805042222054425	27.822784198268664	26.622270070747458	25.053331575632406	23.622977057120398	21.2300188436041	21.4785140317367	19.957995922872072	13.57696182387493	15.752777777777776
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0074O_S46_L001_R1_001	37.61614635187029	37.71588915754042	37.708060731048214	37.83482671976485	37.83246219124828	37.72918148200825	37.7601811027355	37.82285592376618	37.61637747119897	37.60435096951595	37.71491608590527	37.51761840420993	37.563317618673366	37.58296798051452	37.548562590004806	37.52398527921489	37.46176210879395	37.34883875288163	37.49656692801394	37.449718799817475	37.37899147213777	37.31923553216769	37.33733910157639	37.306691952115685	36.86271879713144	37.18833109121187	36.890552865668276	36.75972241153498	36.90494076650923	36.96046912687642	36.67828184355721	36.72794789586284	36.83218106069136	36.84561008421289	36.86023859333053	37.01211010097623	36.867878919295634	36.63040489285037	36.75763322586763	36.68494334344775	36.623388014413045	36.49815569884316	36.50132693276439	36.267465552493555	36.28525557827362	35.57589237561858	35.99595697395324	35.985882004326314	36.174806649479955	35.95428097312354	35.942687759904274	35.55101462674538	35.50433885336179	34.59231553369288	35.66758371362532	35.088714514312805	34.57658981805251	34.61214129081965	34.43525158537308	33.58336158359509	34.06310673857642	33.457245318361444	28.10389376209913	24.948935185185185
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0074O_S46_L001_R2_001	37.28485160953871	37.34931612383255	37.61182619826483	37.56469563362253	37.07895391836154	37.15515810932537	37.287239842601814	37.35507632863983	37.05434267292467	37.38522377091927	37.21168160053098	36.748449936414794	36.697447567573974	37.07962617265514	36.79107152381461	36.63278634119746	36.61674163362786	36.63193059185379	37.017602123965126	36.610731238999406	36.76172832921459	36.73607443404053	36.240048595472324	36.657809647979136	36.59246765715098	36.96691339879933	36.57782136909665	36.41776352828926	36.1319410450459	36.530075441954736	35.73611909517064	36.09351957757246	35.222088550957395	36.057197209892195	34.97452444898785	36.00681223864479	35.27179499336242	35.55980585055946	35.51558529300208	35.068467902522286	35.273337047221695	34.800994234810744	34.934059916437015	33.64189290899932	32.563056864313864	33.57703262512223	32.9812735946899	32.48478857379915	29.127651050463744	30.58613115118488	32.804294251941805	28.099912366785496	29.79054465714455	26.63649025069638	25.85412078468559	27.088386179102713	26.405785574586616	23.40261601374978	22.61833461743614	19.733295765761586	20.083439124276207	19.064390977513895	12.491001015871118	11.777777777777779
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0084C_S58_L001_R1_001	37.67615041859041	37.58071663967383	37.577187426978334	37.743705028725216	37.77877960147292	37.669688252878565	37.711885711523124	37.80117962725713	37.47679824667424	37.53060665393572	37.648077868291075	37.388724246013524	37.49734503291514	37.55597830903978	37.46766942331457	37.37883583388394	37.44886306866711	37.13228046992087	37.377656197121816	37.202874961726266	37.20315536718611	37.15271944950284	37.211876943902794	37.077283934700986	36.741606368749295	37.07671667767875	36.94445876911672	36.756617730005	36.24782685768617	36.449350349050334	36.45220740501994	36.32727770839209	36.720058015390194	36.58824543733129	36.65801216711655	36.72201120019339	36.54022319809839	36.29719350549938	36.21941904032876	36.356812376616574	36.29461182063575	36.15375851093832	35.90867088352604	35.63365537246686	35.912988195479635	35.39043068369526	35.14648886023931	35.52004995769711	35.43264332621571	35.131820635751986	35.43613553039765	35.105800733250064	34.66993110672414	34.29898231336368	34.67454977639902	34.0080995930865	33.980598686596025	33.53210426654849	33.756710849683735	32.80427541194956	32.715961484227066	32.75230619322794	27.61694683015647	20.297167997167996
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0084C_S58_L001_R2_001	36.78653903486508	37.30686423811711	37.61604905444496	37.59856414223211	37.0929762221309	37.21562039208103	37.256512525482044	37.39938923670704	37.11527955715633	37.43715181254885	37.31513935555609	36.94143924194445	36.895702901528516	37.212376417123934	36.818253871806874	36.54457318743655	36.7926514431212	36.78555911881779	37.20125215541553	36.47342916539087	36.8930269285933	36.76369071600084	36.52444684382705	36.73813514253944	36.757932734920146	37.05237135996648	36.7145375727201	36.52747328896266	36.46342964884856	36.514891422585706	35.74472100237703	35.95323476088796	35.78015551347649	36.25456347447726	35.3108158414246	36.26824382579268	35.909879537488415	35.75623544579187	35.750817452963226	35.67503001490674	35.75634503041779	34.71088352604649	35.294977639901695	34.27965674227468	33.925772531324284	33.888816727770845	33.48341807340559	33.31056766447766	29.912345191571653	32.23624994963942	33.345596067845776	29.677716449780426	30.104857983159423	27.47911365376093	26.744313283107044	27.96663792756134	26.3659498005721	24.45133556262842	23.418724467185047	20.859849186375914	21.25499141841857	20.30750870226976	13.867233673062689	15.833333333333334
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0084W_S64_L001_R1_001	37.694878574091206	37.70227181731579	37.64939045436346	37.8395680026508	37.84487650315473	37.753030470378704	37.7796109400671	37.834846267482156	37.599774267923955	37.60167469729812	37.734693018182824	37.5206071985752	37.60659248111996	37.62215487843603	37.581494111637284	37.58053526804821	37.555583244743275	37.3536345298631	37.512764951350086	37.4533834041481	37.418384456877774	37.343373498134426	37.37711538262409	37.30848154961808	36.97696699242224	37.22825260076902	37.08565659494273	36.92356949075321	36.94624502108918	36.941427989590025	36.8616915525918	36.816213473605735	36.87692063426319	36.856699180593814	36.90312230344951	36.88467013205762	36.78563326616166	36.570160947946476	36.56429530479322	36.62782470031513	36.554352635811696	36.365921006761674	36.4946041191353	36.097047159163466	36.41581452500854	36.01507795430776	36.06042710055536	36.0219887408921	35.967704791851475	35.887266024899816	36.012380186455246	35.55777509319343	35.26852590794952	34.99354874340291	35.401903966366476	35.05520812119664	34.637203972234396	34.28090338302653	34.33221658825519	33.81671873004477	33.801998543375994	33.61010687583661	27.301869181625932	23.455762776808836
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	280
16S0084W_S64_L001_R2_001	37.36234140078143	37.45161602076459	37.68974955474866	37.65402590051221	37.17931203490218	37.31455799312449	37.36118857947564	37.430188731344316	37.25725172923196	37.451308831853765	37.3649887479118	36.9854302715688	37.03907304883268	37.257514738164595	37.01559070011459	36.71893595283787	36.95464144023452	36.96039665473573	37.256803222388285	36.95182087718268	37.089851340763424	36.84142853691285	36.566094510963914	36.89044777252755	36.85358516094739	37.169947052691896	36.87600458370438	36.54162680086428	36.49326940998613	36.811314294392545	36.13718323082127	36.32426947211465	35.938099281380076	36.49420547973575	35.53413410096575	36.44699111193086	35.87678697781659	36.00102098225534	35.97691089013223	35.68026480648624	35.81472520114179	35.35264064392985	35.66790187801367	34.479829215003406	33.890549873844144	34.51567197407161	33.930422026708456	33.769703266245806	30.798474394331095	32.45147296882173	33.9469223719708	30.11864148042826	30.93702551853399	28.344700063166396	27.67977743337326	28.11714639761693	27.423916937913994	25.619403474497	24.521349896966285	21.93523752681176	22.380123347400115	21.156309323906974	13.117135932363322	14.2
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
16S0087C_S76_L001_R1_001	37.68823961575529	37.660171740950815	37.66001769547975	37.68509945807593	37.79568830676378	37.769721770179956	37.77721469988782	37.82231842383834	37.54091289716082	37.358564138214334	37.736709430742735	37.523302734899595	37.48440348853743	37.54009369124548	37.360017695479755	37.334745548480875	37.46604600824736	37.23355979334208	37.38887554705892	37.16018201064888	37.135607413142054	37.25165974120361	37.283493435293	37.18857456590776	36.986782898582774	37.17175912028186	36.99025958636817	36.77046039846428	36.85705133269082	36.83922708672365	36.59189136256994	36.5122143706378	36.6416836184525	36.686648839312866	36.67746683045713	36.77870039380809	36.73742914811845	36.407812172896364	36.37543933103974	36.53931642499674	36.453858094790434	36.32268010696412	36.070563931603004	35.80835252341322	36.035870110479564	35.72647174178378	35.79859697908108	35.75897269797131	35.82122227137711	35.870470991594516	35.62912453390634	35.328059628389056	35.23178567276853	34.61552025153456	34.93323748054636	34.754872297227905	34.14527306194354	34.12905287439862	33.971775040882264	33.0039748201872	33.641494081443675	32.95322417025116	26.86994591126794	23.891358784893267
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	281
