Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
16S0064C_S1_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.8333333333333333	1.3333333333333333	4.666666666666666	13.833333333333341	103.66666666666627	3867.0000000006407	5826.166666665838	1856.3333333331907	3870.000000000642	5605.8333333327055	8168.499999997041	13211.666666672816	8221.16666666374	8184.33333333036	9073.333333331955	1933.333333333173	1209.6666666666708	1093.6666666666972	970.6666666667071	212.333333333335	46.66666666666672	41.33333333333335	8.999999999999998	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16S0064C_S1_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	2.6666666666666665	5.999999999999998	18.666666666666668	394.33333333332837	494.3333333333227	188.00000000000097	1293.999999999985	5178.99999999976	5481.666666666151	4083.000000000739	3790.333333333939	3333.000000000398	3140.833333333644	3480.500000000465	1914.6666666665105	6104.999999998918	9677.833333333056	7124.499999997991	3308.33333333372	2101.6666666665046	2280.9999999999195	6238.666666665463	2176.3333333332052	592.9999999999975	136.99999999999952	30.49999999999996	12.000000000000004	6.666666666666664	2.6666666666666665	1.9999999999999998	1.1666666666666665	0.5	1.3333333333333333	1.9999999999999998	0.8333333333333333	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0
16S0064O_S9_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	1.6666666666666665	3.3333333333333335	4.999999999999999	3.666666666666667	1.9999999999999998	1.6666666666666665	1.6666666666666665	1.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16S0064O_S9_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	1.0	1.3333333333333333	1.0	1.0	1.9999999999999998	2.333333333333333	2.333333333333333	1.6666666666666665	2.333333333333333	2.333333333333333	1.6666666666666665	2.333333333333333	1.3333333333333333	1.6666666666666665	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16S0064W_S17_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	2.333333333333333	6.999999999999997	35.99999999999998	70.50000000000009	170.16666666666714	690.6666666666753	1314.9999999999802	2365.8333333332916	4827.166666666747	17418.83333334149	10700.166666668249	8677.999999997903	3418.6666666671035	1754.3333333332137	1277.6666666666554	778.0000000000185	314.3333333333329	128.99999999999932	59.66666666666681	19.333333333333332	4.333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16S0064W_S17_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	1.6666666666666665	3.3333333333333335	16.00000000000001	165.666666666667	149.9999999999999	599.9999999999983	390.9999999999952	694.000000000009	1207.6666666666713	1199.666666666673	1242.9999999999966	1114.6666666666924	1368.3333333333014	2649.3333333334203	3737.6666666672486	4182.000000000667	10557.333333334655	14052.000000007678	6985.666666664783	3229.1666666670176	3131.83333333364	1002.3333333333774	409.99999999999415	357.9999999999971	451.66666666665844	177.83333333333402	40.000000000000014	16.83333333333334	6.999999999999997	3.666666666666667	1.833333333333333	1.9999999999999998	1.3333333333333333	0.8333333333333333	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0
16S0073C_S25_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.8333333333333333	9.999999999999998	68.33333333333344	1573.6666666665883	5127.166666666474	2800.333333333489	5081.333333333182	7514.166666664302	6180.333333332183	15853.66666667762	30715.833333293118	13593.16666667351	9677.16666666639	4168.166666667345	637.333333333336	333.16666666666515	159.16666666666683	27.333333333333304	3.1666666666666665	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16S0073C_S25_L001_R2_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	1.6666666666666665	5.666666666666665	306.6666666666667	354.66666666666396	30.333333333333293	59.00000000000014	233.66666666666893	971.3333333333738	6504.333333331888	5351.3333333329365	1882.3333333331846	1475.333333333277	3860.6666666673045	5513.666666666122	8003.6666666638575	10492.66666666787	14432.00000000837	5428.1666666662	7100.333333331348	13574.33333334014	8673.33333333123	4832.833333333408	4974.8333333332785	3938.8333333340065	280.5000000000015	72.66666666666671	41.16666666666668	18.5	16.666666666666675	37.66666666666666	10.833333333333336	1.0	1.6666666666666665	1.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0
16S0073O_S32_L001_R1_001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.0	1.5	1.5	1.833333333333333	1.1666666666666665	0.8333333333333333	2.333333333333333	3.666666666666667	6.999999999999997	21.99999999999999	201.66666666666802	615.1666666666667	6748.999999998333	9052.333333331919	3161.0000000003192	9602.499999999585	8953.999999998405	6128.33333333223	11063.666666668909	7851.999999997329	3419.3333333337705	1970.999999999831	254.33333333333618	48.3333333333334	16.333333333333343	1.6666666666666665	3.3333333333333335	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
